Address,Zip Code,Latitude,Longitude
"3564 Springdale Rd, Cincinnati, OH 45251",45251,39.249607,-84.595955
"1520 Georgesville Rd, Columbus, OH 43228",43228,39.920333,-83.125177
"2147 S Hamilton Rd, Columbus, OH 43232",43232,39.930821,-82.880071
"1270 Polaris Pkwy, Columbus, OH 43240",43240,40.142168,-82.985486
"1691 E Dublin Granville Rd, Columbus, OH 43229",43229,40.086347,-82.972826
"6091 Sawmill Rd, Dublin, OH 43017",43017,40.0902652,-83.0922592
"1090 Graham Rd, Cuyahoga Falls, OH 44224",44224,41.162537,-81.474183
"6500 Miller Ln, Dayton, OH 45414",45414,39.842561,-84.191586
"8200 N Springboro Pike, Miamisburg, OH 45342",45342,39.6314871,-84.2250014
"6935 Midway Mall, Elyria, OH 44035",44035,41.3983352,-82.1151784
"17227 Southpark Center, Strongsville, OH 44136",44136,41.311557,-81.820997
"2340 Tiffin Ave, Findlay, OH 45840",45840,41.056029,-83.596413
"909 Hebron Rd, Heath, OH 43056",43056,40.026868,-82.447033
"1515 River Valley Cir N, Lancaster, OH 43130",43130,39.732411,-82.624417
"2150 Harding Hwy, Lima, OH 45804",45804,40.730345,-84.0656
"2322 W 4th St, Mansfield, OH 44906",44906,40.774259,-82.598615
"1318 Mt Vernon Ave, Marion, OH 43302",43302,40.581464,-83.09435
"1422 S Reynolds Rd, Maumee, OH 43537",43537,41.583574,-83.664282
"4990 Monroe St, Toledo, OH 43623",43623,41.69826,-83.641003
"7744 Reynolds Rd, Mentor, OH 44060",44060,41.660607,-81.378885
"255 Graff Rd SE, New Philadelphia, OH 44663",44663,40.480039,-81.444533
"5701 Youngstown Warren Rd, Niles, OH 44446",44446,41.210144,-80.74897
"25615 Brookpark Rd, North Olmsted, OH 44070",44070,41.418315,-81.904746
"7607 Day Dr, Parma, OH 44129",44129,41.380018,-81.736628
"991 E Ash St, Piqua, OH 45356",45356,40.150588,-84.223395
"50740 Valley, Center St, St Clairsville, OH 43950",43950,40.074141,-80.87063
"Mall, 4016 Milan Rd, Sandusky, OH 44870",44870,41.419834,-82.675004
"1898 W 1st St, Springfield, OH 45504",45504,39.941966,-83.839608
"3805 Burbank Rd, Wooster, OH 44691",44691,40.846097,-81.94343
"1410 Boardman Poland Rd, Youngstown, OH 44514",44514,41.024707,-80.629137
"755 Zane St, Zanesville, OH 43701",43701,39.948116,-82.001719
"3112 NW Cache Rd, Lawton, OK 73505",73505,34.623081,-98.431668
"225 W Shawnee St, Muskogee, OK 74401",74401,35.769324,-95.362007
"302 N Interstate Dr, Norman, OK 73072",73072,35.220993,-97.486519
"4243 NW Expressway Street, Oklahoma City, OK 73116",73116,35.540122,-97.595801
"2625 W Memorial Rd, Oklahoma City, OK 73134",73134,35.610176,-97.561928
"1000 W Interstate 240 Service Rd, Oklahoma City, OK 73139",73139,35.39065,-97.532021
"435 Shawnee Mall Dr, Shawnee, OK 74804",74804,35.385119,-96.926964
"102 E Hall of Fame Ave, Stillwater, OK 74075",74075,36.127222,-97.058338
"4525 E 51st St, Tulsa, OK 74135",74135,36.09025,-95.925289
"6728 S Memorial Dr, Tulsa, OK 74133",74133,36.064884,-95.886923
"1085 Valley River Way, Eugene, OR 97401",97401,44.069615,-123.1031031
"240 NW Burnside Rd, Gresham, OR 97030",97030,45.508982,-122.433253
"2200 Crater Lake Hwy, Medford, OR 97504",97504,42.348604,-122.877982
"521 Lancaster Dr NE, Salem, OR 97301",97301,44.937367,-122.9833881
"10330 SW Greenburg Rd, Tigard, OR 97223",97223,45.445523,-122.77596
"3330 Pleasant Valley Blvd, Altoona, PA 16602",16602,40.482793,-78.400988
"3588 PA-611, Bartonsville, PA 18321",18321,41.000359,-75.270827
"104 Moraine Pointe Plaza, Butler, PA 16001",16001,40.87772,-79.95125
"935 Wayne Ave, Chambersburg, PA 17201",17201,39.914396,-77.652934
"813 E DuBois Ave, DuBois, PA 15801",15801,41.124738,-78.738366
"2040 Edinboro Road, Millcreek Mall, Erie, PA 16509",16509,42.064744,-80.098628
"5080 US-30 E, Greensburg, PA 15601",15601,40.300895,-79.492023
"407 Eisenhower Dr, Hanover, PA 17331",17331,39.824704,-76.9805
"4300 Jonestown Rd, Harrisburg, PA 17109",17109,40.299569,-76.820175
"3370 Shenango Valley Fwy, Hermitage, PA 16148",16148,41.230732,-80.447703
"525 Galleria Dr, Johnstown, PA 15904",15904,40.2978,-78.836327
"425 W Dekalb Pike, King of Prussia, PA 19406",19406,40.090657,-75.373309
"2090 Lincoln Hwy E, Lancaster, PA 17602",17602,40.03039,-76.235892
"2275 Lincoln Hwy, Langhorne, PA 19047",19047,40.178281,-74.880185
"640 Cowpath Rd, Lansdale, PA 19446",19446,40.247645,-75.245023
"16736 Conneaut Lake Rd, Meadville, PA 16335",16335,41.623584,-80.201514
"4711 Carlisle Pike, Mechanicsburg, PA 17050",17050,40.237877,-76.96378
"3941 William Penn Hwy, Monroeville, PA 15146",15146,40.438401,-79.775403
"9140 Roosevelt Blvd E, Philadelphia, PA 19115",19115,40.075949,-75.034346
"259 Clairton Blvd, Pittsburgh, PA 15236",15236,40.338331,-79.952066
"6150 Robinson Centre Dr, Pittsburgh, PA 15205",15205,40.451402,-80.16061
"4766 McKnight Rd, Pittsburgh, PA 15237",15237,40.519447,-80.004391
"223 Shoemaker Rd, Pottstown, PA 19464",19464,40.254113,-75.660487
"1502 Scranton Carbondale Hwy, Scranton, PA 18508",18508,41.470387,-75.636723
"1 Baltimore Pike, Springfield, PA 19064",19064,39.924088,-75.312216
"1670 N Atherton St, State College, PA 16803",16803,40.807587,-77.896037
"515 W Main St, Uniontown, PA 15401",15401,39.907815,-79.742224
"1005 Trinity Cir, Washington, PA 15301",15301,40.184906,-80.223676
"800 Lehigh Lifestyle Center, Whitehall, PA 18052",18052,40.633703,-75.479314
"10 East End Center, Wilkes-Barre, PA 18702",18702,41.250219,-75.851203
"1951 E 3rd St, Williamsport, PA 17701",17701,41.248613,-76.961761
"945 Woodland Rd, Wyomissing, PA 19610",19610,40.346546,-75.967931
"2555 E Market Street York Co Shopping Center, York, PA 17402",17402,39.975197,-76.676487
"950 Aiken Mall Dr SW, Aiken, SC 29803",29803,33.50789,-81.711876
"3426 Clemson Blvd, Anderson, SC 29621",29621,34.547986,-82.671495
"1270 Knox Abbott Dr, Cayce, SC 29033",29033,33.979132,-81.072291
"2080 Sam Rittenberg Blvd, Charleston, SC 29407",29407,32.792409,-80.031503
"2460 Mall Dr, North Charleston, SC 29406",29406,32.876556,-80.014299
"10136 Two Notch Rd Unit 106, Columbia, SC 29229",29229,34.117286,-80.881545
"2540 David H McLeod Blvd, Florence, SC 29501",29501,34.188277,-79.830783
"1940 Wade Hampton Blvd, Greenville, SC 29615",29615,34.879194,-82.359964
"1616 By-Pass 72 N.E, Greenwood, SC 29649",29649,34.21702,-82.158306
"1230 N Retail Ct, Myrtle Beach, SC 29577",29577,33.706095,-78.920426
"10000 US-17 BUS, Myrtle Beach, SC 29572",29572,33.785554,-78.778432
"170 E Blackstock Rd, Spartanburg, SC 29301",29301,34.930807,-81.989612
"1034 Broad St, Sumter, SC 29150",29150,33.947492,-80.374929
"120 Disk Dr, Rapid City, SD 57701",57701,44.105174,-103.21276
"3901 W 41st St, Sioux Falls, SD 57106",57106,43.513824,-96.773821
"5259 Hickory Hollow Pkwy, Antioch, TN 37013",37013,36.0474,-86.65692
"2200 Bams Dr, Chattanooga, TN 37421",37421,35.038958,-85.157596
"2131 Northgate Mall Lane, Chattanooga, TN 37415",37415,35.133174,-85.240775
"2838 Wilma Rudolph Blvd, Clarksville, TN 37040",37040,36.590298,-87.292712
"1410 Interstate Dr, Cookeville, TN 38501",38501,36.137401,-85.512162
"1718 Galleria Blvd, Franklin, TN 37067",37067,35.964464,-86.810427
"123 Stonebrook Pl, Jackson, TN 38305",38305,35.685682,-88.856578
"1909 N Roan St, Johnson City, TN 37601",37601,36.337524,-82.374024
"8040 Kingston Pike, Knoxville, TN 37919",37919,35.924076,-84.048617
"305 Merchant Dr, Knoxville, TN 37912",37912,36.009883,-83.974845
"359 S Illinois Ave, Oak Ridge, TN 37830",37830,36.007045,-84.254425
"1600 Parkway, Sevierville, TN 37862",37862,35.834295,-83.573168
"1814 Gallatin Pike N, Madison, TN 37115",37115,36.299358,-86.697761
"8161 US-64, Memphis, TN 38133",38133,35.203937,-89.790456
"7750 Winchester Rd, Memphis, TN 38125",38125,35.049825,-89.804874
"401 S Mt Juliet Rd STE 120, Mt. Juliet, TN 37122",37122,36.167979,-86.512924
"1745 Old Fort Pkwy, Murfreesboro, TN 37129",37129,35.845243,-86.419568
"1947 N Jackson St, Tullahoma, TN 37388",37388,35.386025,-86.234009
"1280 S Clack St, Abilene, TX 79605",79605,32.436488,-99.78774
"3311 I-40 W, Amarillo, TX 79109",79109,35.191084,-101.875182
"4233 S Cooper St, Arlington, TX 76015",76015,32.678214,-97.134486
"3815 S Lamar Blvd, Austin, TX 78704",78704,30.237734,-97.789567
"2702 A, Parker Dr, Round Rock, TX 78681",78681,30.480651,-97.682382
"109 W Anderson Ln, Austin, TX 78752",78752,30.343625,-97.7060922
"4717 Highway 10, Baytown, TX 77521",77521,29.804571,-94.987262
"2820 IH-10 East, Beaumont, TX 77703",77703,30.096927,-94.132285
"1075 FM802, Brownsville, TX 78521",78521,25.949847,-97.503866
"1175 N Burleson Blvd, Burleson, TX 76028",76028,32.569146,-97.319729
"1200 University Dr, College Station, TX 77840",77840,30.636003,-96.319554
"2944 Interstate 45 N, Conroe, TX 77303",77303,30.346264,-95.481993
"5825 S Padre Island Dr, Corpus Christi, TX 78412",78412,27.704872,-97.365904
"9069 Vantage Point Dr, Dallas, TX 75243",75243,32.917154,-96.745682
"3906 Towne Crossing Blvd, Mesquite, TX 75150",75150,32.818555,-96.630881
"10290 E Technology Blvd E, Dallas, TX 75220",75220,32.862892,-96.896528
"2801 S Interstate 35 E, Denton, TX 76210",76210,33.183221,-97.102309
"603 N, S Cockrell Hill Rd, Duncanville, TX 75116",75116,32.657982,-96.891844
"8401 Gateway Blvd W, El Paso, TX 79925",79925,31.7753,-106.38357
"1860 Joe Battle Blvd, El Paso, TX 79936",79936,31.756961,-106.266959
"800 Sunland Park Dr, El Paso, TX 79912",79912,31.816567,-106.547081
"4805 S Hulen St, Fort Worth, TX 76132",76132,32.67675,-97.395462
"7800 Bedford Euless Rd, North Richland Hills, TX 76180",76180,32.833864,-97.211529
"4205 W Airport Fwy, Irving, TX 75062",75062,32.838366,-97.010037
"3056 Preston Rd, Frisco, TX 75034",75034,33.103328,-96.804919
"7601 Wesley St, Greenville, TX 75402",75402,33.093578,-96.109226
"2760 S Texas 6, Houston, TX 77082",77082,29.729814,-95.644893
"13232 Northwest Fwy, Houston, TX 77040",77040,29.847458,-95.501408
"302 Farm to Market 1960 Rd W, Houston, TX 77090",77090,30.020533,-95.433275
"20414 US-59 N, Humble, TX 77338",77338,30.011744,-95.263903
"888 Bay Area Blvd, Webster, TX 77598",77598,29.543423,-95.137183
"25408 Bell Patna Dr, Katy, TX 77494",77494,29.777652,-95.813586
"2323 Hwy 6, Sugar Land, TX 77478",77478,29.597503,-95.618444
"4002 Spencer Hwy, Pasadena, TX 77504",77504,29.664769,-95.183304
"1001 E Central Texas Expy, Killeen, TX 76541",76541,31.09542,-97.731333
"104 HWY 332 W, Lake Jackson, TX 77566",77566,29.047881,-95.456909
"5315 San Dario Ave, Laredo, TX 78041",78041,27.551932,-99.502965
"2497 S Stemmons Fwy, Lewisville, TX 75067",75067,33.003036,-96.966857
"3515 McCann Rd, Longview, TX 75605",75605,32.540466,-94.75482
"5034 50th St, Lubbock, TX 79414",79414,33.549397,-101.921138
"1919 S 1st St, Lufkin, TX 75901",75901,31.310591,-94.726514
"7617 N 10th St, McAllen, TX 78504",78504,26.272282,-98.218756
"701 W Expy 83, McAllen, TX 78503",78503,26.18835,-98.229655
"4536 E University Blvd, Odessa, TX 79762",79762,31.878778,-102.329914
"11104 Broadway St, Pearland, TX 77584",77584,29.555135,-95.391659
"3501 Central Expy, Plano, TX 75023",75023,33.044466,-96.701671
"4401 Kemp Blvd, Wichita Falls, TX 76308",76308,33.863533,-98.535422
"8210 I-H 35 North, San Antonio, TX 78239",78239,29.512894,-98.396231
"3909 Sunset Dr, San Angelo, TX 76904",76904,31.428023,-100.495563
"5815 N Loop 1604 W, San Antonio, TX 78249",78249,29.591579,-98.601561
"4550 Northwest Loop 410, San Antonio, TX 78229",78229,29.488817,-98.57235
"17415 US-281 North, San Antonio, TX 78232",78232,29.602484,-98.471365
"1381 SW Loop 410, San Antonio, TX 78227",78227,29.419934,-98.650435
"7835 Interstate 35 Access Rd, San Antonio, TX 78224",78224,29.350613,-98.536009
"100 N Interstate 35 Frontage Rd, San Marcos, TX 78666",78666,29.868324,-97.938375
"18446 Interstate 45 S, Shenandoah, TX 77384",77384,30.188333,-95.453809
"3600 N, US-75, Sherman, TX 75090",75090,33.677216,-96.610155
"3002 St Michael Dr, Texarkana, TX 75503",75503,33.461168,-94.0786
"1500 W SW Loop 323, Tyler, TX 75701",75701,32.303013,-95.318089
"7404 Zac Lentz Pkwy, Victoria, TX 77904",77904,28.864816,-96.995805
"5925 W Waco Dr, Waco, TX 76710",76710,31.514011,-97.188079
"979 N 400 W, Layton, UT 84041",84041,41.074436,-111.974549
"298 E Winchester St, Murray, UT 84107",84107,40.632109,-111.881991
"1261 S 800 E, Orem, UT 84097",84097,40.273564,-111.675526
"263 N, Red Cliffs Dr, St. George, UT 84790",84790,37.112426,-113.554409
"2294 1300 E, Salt Lake City, UT 84106",84106,40.720633,-111.854114
"555 S Van Dorn St, Alexandria, VA 22304",22304,38.805088,-77.134494
"3167 Linden Dr, Bristol, VA 24202",24202,36.629216,-82.126305
"1648 Rio Rd E, Charlottesville, VA 22901",22901,38.080075,-78.47346
"4115 Chesapeake Square Blvd, Chesapeake, VA 23321",23321,36.825363,-76.40997
"75 Peppers FRY RD NW, Christiansburg, VA 24073",24073,37.163912,-80.425374
"119 Temple Lake Dr, Colonial Heights, VA 23834",23834,37.253857,-77.385849
"370 Mall Dr, Danville, VA 24540",24540,36.596107,-79.421223
"10325 Fairfax Blvd, Fairfax, VA 22030",22030,38.859982,-77.300925
"3109 Spotsylvania Mall Dr, Fredericksburg, VA 22407",22407,38.292693,-77.517553
"1046 W Mercury Blvd, Hampton, VA 23666",23666,37.043034,-76.38374
"2121 E Market St, Harrisonburg, VA 22801",22801,38.424566,-78.839906
"3425 Candlers Mountain Rd, Lynchburg, VA 24502",24502,37.366185,-79.174248
"7505 Broken Branch Ln, Manassas, VA 20109",20109,38.791656,-77.514797
"13236 Rittenhouse Dr, Midlothian, VA 23112",23112,37.416212,-77.640357
"12580 Jefferson Ave, Newport News, VA 23602",23602,37.131484,-76.513834
"8009 W Broad St, Richmond, VA 23294",23294,37.6251,-77.53076
"4415 S Laburnum Ave, Richmond, VA 23231",23231,37.529656,-77.357935
"3529 Franklin Rd SW, Roanoke, VA 24014",24014,37.237607,-79.968731
"1477 Greenville Ave, Staunton, VA 24401",24401,38.123085,-79.065084
"21065 Dulles Town Center, Sterling, VA 20166",20166,39.028425,-77.424171
"709 Independence Blvd, Virginia Beach, VA 23455",23455,36.863187,-76.132716
"Lynnhaven Mall, 821 Lynnhaven Pkwy, Virginia Beach, VA 23452",23452,36.81291,-76.069704
"1956 Laskin Rd, Virginia Beach, VA 23454",23454,36.8476587,-76.0359513
"3311 Shore Dr, Virginia Beach, VA 23451",23451,36.9060826,-76.0864067
"2865 Lynnhaven Dr A5, Virginia Beach, VA 23451",23451,36.9072187,-76.0685662
"308 Mediterranean Ave, Virginia Beach, VA 23451",23451,36.8317041,-75.9782013
"2165 General Booth Blvd STE 154, Virginia Beach, VA 23454",23454,36.7653439,-76.0152092
"227 Mediterranean Ave, Virginia Beach, VA 23451",23451,36.831084,-75.977238
"2100 Richmond Rd, Williamsburg, VA 23185",23185,37.299749,-76.728324
"2400 S Pleasant Valley Rd, Winchester, VA 22601",22601,39.15531,-78.174569
"2544 Prince William Pkwy, Woodbridge, VA 22192",22192,38.652272,-77.288658
"2006 S 320th St, Federal Way, WA 98003",98003,47.315519,-122.307745
"203 Three Rivers Dr, Kelso, WA 98626",98626,46.143342,-122.8998779
"1120 N Columbia Center Blvd, Kennewick, WA 99336",99336,46.222671,-119.222695
"4231 196th St SW, Lynnwood, WA 98036",98036,47.821342,-122.290962
"4505 Martin Way E, Olympia, WA 98516",98516,47.048028,-122.82499
"3208 NW Randall Way, Silverdale, WA 98383",98383,47.660166,-122.693717
"4703 N Division St, Spokane, WA 99207",99207,47.701056,-117.411557
"1929 S 72nd St, Tacoma, WA 98408",98408,47.192077,-122.460999
"8219 NE Vancouver Mall Dr, Vancouver, WA 98662",98662,45.656458,-122.5884553
"905 N 1st St, Yakima, WA 98901",98901,46.613916,-120.511168
"101 Cross Terrace Blvd, Charleston, WV 25309",25309,38.317609,-81.716958
"200 10th St, Huntington, WV 25701",25701,38.423513,-82.442233
"1512 University Town Centre Dr, Morgantown, WV 26501",26501,39.655013,-80.005177
"3705 Murdock Avenue, Parkersburg, WV 26101",26101,39.29717,-81.547218
"1200 N Casaloma Dr, Appleton, WI 54913",54913,44.272476,-88.475569
"1251 Lombardi Access Rd, Ashwaubenon, WI 54304",54304,44.5064437,-88.0737008
"1019 W Clairemont Ave, Eau Claire, WI 54701",54701,44.792153,-91.514552
"4645 S 76th St, Greenfield, WI 53220",53220,42.960442,-88.008841
"4502 E Towne Blvd, Madison, WI 53704",53704,43.127969,-89.307357
"2800 S Green Bay Rd, Mt Pleasant, WI 53406",53406,42.698815,-87.854399
"2801 N Mayfair Rd, Wauwatosa, WI 53222",53222,43.069214,-88.04852
"5010 E 2nd St, Casper, WY 82609",82609,42.848222,-106.258165
"1923 Dell Range Blvd, Cheyenne, WY 82009",82009,41.159724,-104.794425